;ID_Bestand;Titel;Autoren;Jahr;Gattung;Kennung;Zugriffsort
1106;1107;Tarzan bei den Affen;Edgar Rice Burroughs;1914.0;Roman;pzG17025;pfb86045
1107;1108;Tarzan bei den Affen;Edgar Rice Burroughs;1914.0;Roman;FuD97183;OWb86340
1108;1109;Tarzan bei den Affen;Edgar Rice Burroughs;1914.0;Roman;JYT60349;bvV06825
1109;1110;Naked Lunch;William S. Burroughs;1959.0;Roman;nXS15024;nzo10894
1110;1111;Naked Lunch;William S. Burroughs;1959.0;Roman;aWh47063;DMm18950
1111;1112;Naked Lunch;William S. Burroughs;1959.0;Roman;XDw74206;Qug65972
1112;1113;Naked Lunch;William S. Burroughs;1959.0;Roman;SMA10386;ykF37068
1113;1114;Naked Lunch;William S. Burroughs;1959.0;Roman;DYV70598;EWb02618
1114;1115;Naked Lunch;William S. Burroughs;1959.0;Roman;vfn83954;RFp13689
1115;1116;Naked Lunch;William S. Burroughs;1959.0;Roman;ljF69851;NjJ60175
1116;1117;Naked Lunch;William S. Burroughs;1959.0;Roman;adx67893;QEC24396
1117;1118;Max und Moritz;Wilhelm Busch;1865.0;Kinderbuch;tIV27386;lCK85724
1118;1119;Max und Moritz;Wilhelm Busch;1865.0;Kinderbuch;YWj72438;sYE07693
1119;1120;Max und Moritz;Wilhelm Busch;1865.0;Kinderbuch;uRz42183;jXG90823
1120;1121;Max und Moritz;Wilhelm Busch;1865.0;Kinderbuch;jlK16038;ZgW53742
1121;1122;Max und Moritz;Wilhelm Busch;1865.0;Kinderbuch;FDi29576;gSC49821
1122;1123;Max und Moritz;Wilhelm Busch;1865.0;Kinderbuch;RTX35026;Vfm24603
1123;1124;Max und Moritz;Wilhelm Busch;1865.0;Kinderbuch;RpC07623;aCk02653
1124;1125;Der Weg allen Fleisches;Samuel Butler d. J.;1903.0;Roman;Fro85460;gqK25409
1125;1126;Der Weg allen Fleisches;Samuel Butler d. J.;1903.0;Roman;ZAw09726;Njg27456
1126;1127;Der Weg allen Fleisches;Samuel Butler d. J.;1903.0;Roman;Rua67453;GLn89650
1127;1128;Der Weg allen Fleisches;Samuel Butler d. J.;1903.0;Roman;FAB63527;xRK59876
1128;1129;Der Weg allen Fleisches;Samuel Butler d. J.;1903.0;Roman;nNV15749;CIq21907
1129;1130;Die Tatarenwüste;Dino Buzzati;1940.0;Roman;Veu75142;omk02741
1130;1131;Die Tatarenwüste;Dino Buzzati;1940.0;Roman;RsU03675;cCD52491
1131;1132;Die Tatarenwüste;Dino Buzzati;1940.0;Roman;hNv76059;SYl84690
1132;1133;Die Tatarenwüste;Dino Buzzati;1940.0;Roman;uGf29386;mqe64385
1133;1134;Die Tatarenwüste;Dino Buzzati;1940.0;Roman;zOm50367;gaO92405
1134;1135;Die Tatarenwüste;Dino Buzzati;1940.0;Roman;ibU20687;oOQ62904
1135;1136;Die Tatarenwüste;Dino Buzzati;1940.0;Roman;SIo06179;ZPO82450
1136;1137;Die Tatarenwüste;Dino Buzzati;1940.0;Roman;MVP27654;LeQ73548
1137;1138;Childe Harolds Pilgerfahrt;George Byron;1812.0;Versepos;xHC20189;Gip62938
1138;1139;Childe Harolds Pilgerfahrt;George Byron;1812.0;Versepos;izB97046;nGm27503
1139;1140;Childe Harolds Pilgerfahrt;George Byron;1812.0;Versepos;Njv72491;xtr48376
1140;1141;Childe Harolds Pilgerfahrt;George Byron;1812.0;Versepos;uVq52169;ozC90316
1141;1142;Childe Harolds Pilgerfahrt;George Byron;1812.0;Versepos;XNq63814;gAa59206
1142;1143;Childe Harolds Pilgerfahrt;George Byron;1812.0;Versepos;sbB47651;MBo34296
1143;1144;Childe Harolds Pilgerfahrt;George Byron;1812.0;Versepos;wcH07638;yIz31587
1144;1145;Childe Harolds Pilgerfahrt;George Byron;1812.0;Versepos;cbB42185;wot70961
1145;1146;Drei traurige Tiger;Guillermo Cabrera Infante;1967.0;Roman;mOd82137;eRj76829
1146;1147;Drei traurige Tiger;Guillermo Cabrera Infante;1967.0;Roman;ifv06817;zSY69845
1147;1148;Drei traurige Tiger;Guillermo Cabrera Infante;1967.0;Roman;GNh63057;FQn93876
1148;1149;Drei traurige Tiger;Guillermo Cabrera Infante;1967.0;Roman;nFK49658;zFA68952
1149;1150;Drei traurige Tiger;Guillermo Cabrera Infante;1967.0;Roman;TqF24561;HNL97085
1150;1151;Der gallische Krieg;Julius Caesar;-51.0;Sachbuch;YXc08374;lDU81306
1151;1152;Der gallische Krieg;Julius Caesar;-51.0;Sachbuch;Gxq13756;dmx29451
1152;1153;Der gallische Krieg;Julius Caesar;-51.0;Sachbuch;OzL21976;YcX53708
1153;1154;Der gallische Krieg;Julius Caesar;-51.0;Sachbuch;yMJ42316;Awb89705
1154;1155;Der gallische Krieg;Julius Caesar;-51.0;Sachbuch;Lnv10572;HDo54302
1155;1156;Der gallische Krieg;Julius Caesar;-51.0;Sachbuch;DBM04837;CDk04958
1156;1157;Der gallische Krieg;Julius Caesar;-51.0;Sachbuch;pXq91783;Hew15789
1157;1158;Der gallische Krieg;Julius Caesar;-51.0;Sachbuch;Ner30215;iDK27901
1158;1159;Die Tabakstraße;Erskine Caldwell;1932.0;Roman;JDH01782;IZT01798
1159;1160;Die Tabakstraße;Erskine Caldwell;1932.0;Roman;ECn18306;TMK71402
1160;1161;Die Tabakstraße;Erskine Caldwell;1932.0;Roman;dtO60431;fyh90283
1161;1162;Die Tabakstraße;Erskine Caldwell;1932.0;Roman;tYF29845;yqJ42579
1162;1163;Die Tabakstraße;Erskine Caldwell;1932.0;Roman;IDw28647;wih64098
1163;1164;Die Tabakstraße;Erskine Caldwell;1932.0;Roman;cFR50928;ptH69058
1164;1165;Die Tabakstraße;Erskine Caldwell;1932.0;Roman;uGr10345;cYF60871
1165;1166;Die Tabakstraße;Erskine Caldwell;1932.0;Roman;rCH24873;QZj23146
1166;1167;Der Baron auf den Bäumen;Italo Calvino;1957.0;Roman;wCV93716;sqm37049
1167;1168;Der Baron auf den Bäumen;Italo Calvino;1957.0;Roman;lpP10958;voR74901
1168;1169;Der Baron auf den Bäumen;Italo Calvino;1957.0;Roman;Jkf53289;uIe60348
1169;1170;Der Baron auf den Bäumen;Italo Calvino;1957.0;Roman;jFx09675;KUk53214
1170;1171;Der Baron auf den Bäumen;Italo Calvino;1957.0;Roman;CmM94278;rew94306
1171;1172;Der Baron auf den Bäumen;Italo Calvino;1957.0;Roman;YGh31079;QPE41695
1172;1173;Der Baron auf den Bäumen;Italo Calvino;1957.0;Roman;kQA89342;NIx82314
1173;1174;Die Form des Wassers;Andrea Camilleri;1994.0;Roman;YJn16370;eWj30458
1174;1175;Die Form des Wassers;Andrea Camilleri;1994.0;Roman;OkF17694;lxb46132
1175;1176;Die Form des Wassers;Andrea Camilleri;1994.0;Roman;rkC16509;Wnq03169
1176;1177;Die Form des Wassers;Andrea Camilleri;1994.0;Roman;UZT49751;xhD30267
1177;1178;Die Form des Wassers;Andrea Camilleri;1994.0;Roman;gRG73615;lCJ54601
1178;1179;Die Form des Wassers;Andrea Camilleri;1994.0;Roman;tXh72569;LbA84701
1179;1180;Die Lusiaden;Luís de Camões;1572.0;Versepos;Iai26085;UbA06375
1180;1181;Die Lusiaden;Luís de Camões;1572.0;Versepos;sdL82715;DOU20718
1181;1182;Die Lusiaden;Luís de Camões;1572.0;Versepos;Mvo85290;kqX12483
1182;1183;Die Lusiaden;Luís de Camões;1572.0;Versepos;aoG32196;umP37416
1183;1184;Die Lusiaden;Luís de Camões;1572.0;Versepos;qHv61935;JNi21483
1184;1185;Die Lusiaden;Luís de Camões;1572.0;Versepos;zZU75904;Skn63154
1185;1186;Die Lusiaden;Luís de Camões;1572.0;Versepos;QMA38716;fyT90512
1186;1187;Der Fremde;Albert Camus;1942.0;Roman;UMX56841;qpe86149
1187;1188;Der Fremde;Albert Camus;1942.0;Roman;cjl93071;VxW08416
1188;1189;Der Fremde;Albert Camus;1942.0;Roman;YHi45680;TYi17249
1189;1190;Der Fremde;Albert Camus;1942.0;Roman;uFg68927;asT96370
1190;1191;Der Fremde;Albert Camus;1942.0;Roman;TnK73518;KxN96078
1191;1192;Der Mythos des Sisyphos;Albert Camus;1942.0;Philosophie;Soi46021;aDw12074
1192;1193;Der Mythos des Sisyphos;Albert Camus;1942.0;Philosophie;iox91762;hPu81027
1193;1194;Der Mythos des Sisyphos;Albert Camus;1942.0;Philosophie;Uyr60925;vqs21736
1194;1195;Der Mythos des Sisyphos;Albert Camus;1942.0;Philosophie;FNh58207;boJ15978
1195;1196;Der Mythos des Sisyphos;Albert Camus;1942.0;Philosophie;TRS52849;FQO85469
1196;1197;Der Mythos des Sisyphos;Albert Camus;1942.0;Philosophie;Lsg07683;Vgv16392
1197;1198;Der Mythos des Sisyphos;Albert Camus;1942.0;Philosophie;mxL24516;oVb29706
1198;1199;Der Mythos des Sisyphos;Albert Camus;1942.0;Philosophie;waQ84362;ghH10697
1199;1200;Die Pest;Albert Camus;1947.0;Roman;DIQ02453;XFV68149
1200;1201;Die Pest;Albert Camus;1947.0;Roman;XyB69871;MpQ98457
1201;1202;Die Pest;Albert Camus;1947.0;Roman;Jgh03186;NMi96102
1202;1203;Die Pest;Albert Camus;1947.0;Roman;aTL03197;XlZ81940
1203;1204;Die Pest;Albert Camus;1947.0;Roman;VDq89324;IRz51407
1204;1205;Die Blendung;Elias Canetti;1935.0;Roman;JUk48025;TpV13827
1205;1206;Die Blendung;Elias Canetti;1935.0;Roman;xUf67058;qDT02531
1206;1207;Die Blendung;Elias Canetti;1935.0;Roman;mcr45802;qXi53609
1207;1208;Die Blendung;Elias Canetti;1935.0;Roman;FwR18230;kjq37420
1208;1209;Die Blendung;Elias Canetti;1935.0;Roman;cTw19670;gWO81976
1209;1210;Masse und Macht;Elias Canetti;1960.0;Sachbuch;ZAL60715;FpK39672
1210;1211;Masse und Macht;Elias Canetti;1960.0;Sachbuch;owF79138;ywr51872
1211;1212;Masse und Macht;Elias Canetti;1960.0;Sachbuch;EZq74358;Bcb10938
1212;1213;Masse und Macht;Elias Canetti;1960.0;Sachbuch;Nqa07231;Wsi35861
1213;1214;Masse und Macht;Elias Canetti;1960.0;Sachbuch;zxn57241;KGT61347
1214;1215;Masse und Macht;Elias Canetti;1960.0;Sachbuch;Huf96482;BKf05419
1215;1216;Masse und Macht;Elias Canetti;1960.0;Sachbuch;zWw15702;BVu02349
1216;1217;Masse und Macht;Elias Canetti;1960.0;Sachbuch;QNY90814;GlW75341
1217;1218;Die gerettete Zunge;Elias Canetti;1977.0;Autobiografie;dua09315;boe59182
1218;1219;Die gerettete Zunge;Elias Canetti;1977.0;Autobiografie;MPG36157;Xcl13257
1219;1220;Die gerettete Zunge;Elias Canetti;1977.0;Autobiografie;GOZ37802;AGY12579
1220;1221;Die gerettete Zunge;Elias Canetti;1977.0;Autobiografie;NjG63521;MLY87412
1221;1222;Die gerettete Zunge;Elias Canetti;1977.0;Autobiografie;vRF86427;rOJ82150
1222;1223;Der Traum der roten Kammer;Xueqin Cao;1792.0;Roman;Opk17650;yvk84951
1223;1224;Der Traum der roten Kammer;Xueqin Cao;1792.0;Roman;gzt24081;NtX73405
1224;1225;Der Traum der roten Kammer;Xueqin Cao;1792.0;Roman;Clx76041;nob57430
1225;1226;Der Traum der roten Kammer;Xueqin Cao;1792.0;Roman;khe89263;SBT34176
1226;1227;Der Traum der roten Kammer;Xueqin Cao;1792.0;Roman;aPc57681;hde76124
1227;1228;Der Traum der roten Kammer;Xueqin Cao;1792.0;Roman;qLP79046;WTx26103
1228;1229;Der Traum der roten Kammer;Xueqin Cao;1792.0;Roman;FRn05213;JmO36149
1229;1230;Kaltblütig;Truman Capote;1966.0;Roman;bdi43506;JHv07289
1230;1231;Kaltblütig;Truman Capote;1966.0;Roman;oaO41085;EeP87932
1231;1232;Kaltblütig;Truman Capote;1966.0;Roman;OsP26079;JLp78453
1232;1233;Kaltblütig;Truman Capote;1966.0;Roman;DbR67925;Hdt27983
1233;1234;Kaltblütig;Truman Capote;1966.0;Roman;JqB70468;HwV03198
1234;1235;Kaltblütig;Truman Capote;1966.0;Roman;elu37150;yRk39160
1235;1236;Kaltblütig;Truman Capote;1966.0;Roman;Oem19702;DsM26180
1236;1237;Kaltblütig;Truman Capote;1966.0;Roman;bUT25968;Bsz95738
1237;1238;Wendezeit;Fritjof Capra;1982.0;Sachbuch;EpZ90724;LeZ14509
1238;1239;Wendezeit;Fritjof Capra;1982.0;Sachbuch;Cpr32467;IKy96372
1239;1240;Wendezeit;Fritjof Capra;1982.0;Sachbuch;hdC70239;KuY84063
1240;1241;Wendezeit;Fritjof Capra;1982.0;Sachbuch;wNI23751;Ece16045
1241;1242;Wendezeit;Fritjof Capra;1982.0;Sachbuch;sbW42810;KLy67140
1242;1243;Wendezeit;Fritjof Capra;1982.0;Sachbuch;wpA16423;ArL60153
1243;1244;Wendezeit;Fritjof Capra;1982.0;Sachbuch;OLx45137;RJB14307
1244;1245;Wendezeit;Fritjof Capra;1982.0;Sachbuch;vXQ06854;LWY65038
1245;1246;Carmina Burana;Unbekannt;1250.0;Lyrik;BXu48536;hav39746
1246;1247;Carmina Burana;Unbekannt;1250.0;Lyrik;NDo82073;Zgv74329
1247;1248;Carmina Burana;Unbekannt;1250.0;Lyrik;Eas27915;JhL80751
1248;1249;Carmina Burana;Unbekannt;1250.0;Lyrik;Mki06973;HeR24350
1249;1250;Carmina Burana;Unbekannt;1250.0;Lyrik;adl19745;ehH89356
1250;1251;Carmina Burana;Unbekannt;1250.0;Lyrik;Vwy78053;wnh19432
1251;1252;Carmina Burana;Unbekannt;1250.0;Lyrik;QBm13670;Car04312
1252;1253;Carmina Burana;Unbekannt;1250.0;Lyrik;rOU39201;vrx76014
1253;1254;Sorge dich nicht – lebe!;Dale Carnegie;1948.0;Sachbuch;nwL76208;wQv34865
1254;1255;Sorge dich nicht – lebe!;Dale Carnegie;1948.0;Sachbuch;TFs19648;vNw57234
1255;1256;Sorge dich nicht – lebe!;Dale Carnegie;1948.0;Sachbuch;swr72493;EvN82416
1256;1257;Sorge dich nicht – lebe!;Dale Carnegie;1948.0;Sachbuch;dkv35718;joY94316
1257;1258;Sorge dich nicht – lebe!;Dale Carnegie;1948.0;Sachbuch;Rrx80263;rLD63594
1258;1259;Sorge dich nicht – lebe!;Dale Carnegie;1948.0;Sachbuch;LGD45809;hVT32704
1259;1260;Barockkonzert;Alejo Carpentier;1974.0;Novelle;ulm36859;wEM15240
1260;1261;Barockkonzert;Alejo Carpentier;1974.0;Novelle;MTh98367;jgC54369
1261;1262;Barockkonzert;Alejo Carpentier;1974.0;Novelle;njq09358;SpZ56420
1262;1263;Barockkonzert;Alejo Carpentier;1974.0;Novelle;cdk32480;IjG76982
1263;1264;Barockkonzert;Alejo Carpentier;1974.0;Novelle;khs59602;kdm59173
1264;1265;Alice im Wunderland;Lewis Carroll;1865.0;Kinderbuch;MlX52173;jwM30859
1265;1266;Alice im Wunderland;Lewis Carroll;1865.0;Kinderbuch;MAd54962;UpC76382
1266;1267;Alice im Wunderland;Lewis Carroll;1865.0;Kinderbuch;gPU92715;UZs63214
1267;1268;Alice im Wunderland;Lewis Carroll;1865.0;Kinderbuch;Mfm27654;JtC68457
1268;1269;Alice im Wunderland;Lewis Carroll;1865.0;Kinderbuch;REk10954;ajP31056
1269;1270;Alice im Wunderland;Lewis Carroll;1865.0;Kinderbuch;fQn30861;OuS76813
1270;1271;Alice im Wunderland;Lewis Carroll;1865.0;Kinderbuch;Bvh68502;lJf60582
1271;1272;Alice im Wunderland;Lewis Carroll;1865.0;Kinderbuch;kvL38409;wUd01832
1272;1273;Der stumme Frühling;Rachel Carson;1962.0;Sachbuch;iaM75913;ceq76819
1273;1274;Der stumme Frühling;Rachel Carson;1962.0;Sachbuch;vmq74621;OrE72139
1274;1275;Der stumme Frühling;Rachel Carson;1962.0;Sachbuch;QxA25973;mHS92178
1275;1276;Der stumme Frühling;Rachel Carson;1962.0;Sachbuch;cEz09827;aqn03479
1276;1277;Der stumme Frühling;Rachel Carson;1962.0;Sachbuch;XLu86042;oKH92706
1277;1278;Der stumme Frühling;Rachel Carson;1962.0;Sachbuch;fHN72946;Idm23819
1278;1279;Der stumme Frühling;Rachel Carson;1962.0;Sachbuch;hRj46297;CsL50283
1279;1280;Das Grab des Tut-ench-Amun;Howard Carter;1924.0;Sachbuch;dEk08973;BtF02319
1280;1281;Das Grab des Tut-ench-Amun;Howard Carter;1924.0;Sachbuch;ftQ15428;ieW32460
1281;1282;Das Grab des Tut-ench-Amun;Howard Carter;1924.0;Sachbuch;dWR35827;RzN28906
1282;1283;Das Grab des Tut-ench-Amun;Howard Carter;1924.0;Sachbuch;qzS08519;uZO54178
1283;1284;Das Grab des Tut-ench-Amun;Howard Carter;1924.0;Sachbuch;Vzw61984;tzy30219
1284;1285;Das Grab des Tut-ench-Amun;Howard Carter;1924.0;Sachbuch;aGQ82031;kdx17293
1285;1286;Wovon wir reden, wenn wir von Liebe reden;Raymond Carver;1981.0;Erzählung;scW01329;xQy43502
1286;1287;Wovon wir reden, wenn wir von Liebe reden;Raymond Carver;1981.0;Erzählung;Xfs14659;ric85247
1287;1288;Wovon wir reden, wenn wir von Liebe reden;Raymond Carver;1981.0;Erzählung;MbD09824;ZIV46792
1288;1289;Wovon wir reden, wenn wir von Liebe reden;Raymond Carver;1981.0;Erzählung;cuY37058;hzk52314
1289;1290;Wovon wir reden, wenn wir von Liebe reden;Raymond Carver;1981.0;Erzählung;YbD82031;YyR19584
1290;1291;Wovon wir reden, wenn wir von Liebe reden;Raymond Carver;1981.0;Erzählung;CMV78369;mlP74615
1291;1292;Wovon wir reden, wenn wir von Liebe reden;Raymond Carver;1981.0;Erzählung;BVk82145;IGA43612
1292;1293;Wovon wir reden, wenn wir von Liebe reden;Raymond Carver;1981.0;Erzählung;jSa53014;WXn59708
1293;1294;Geschichte meines Lebens;Giacomo Casanova;1822.0;Autobiografie;Eko42063;DOx92461
1294;1295;Geschichte meines Lebens;Giacomo Casanova;1822.0;Autobiografie;tqz85290;JlU93278
1295;1296;Geschichte meines Lebens;Giacomo Casanova;1822.0;Autobiografie;iSR47325;qUI70198
1296;1297;Geschichte meines Lebens;Giacomo Casanova;1822.0;Autobiografie;ixN64735;itn38619
1297;1298;Geschichte meines Lebens;Giacomo Casanova;1822.0;Autobiografie;ixy07958;REn01427
1298;1299;Geschichte meines Lebens;Giacomo Casanova;1822.0;Autobiografie;kpD23091;ijl65341
1299;1300;Geschichte meines Lebens;Giacomo Casanova;1822.0;Autobiografie;zra65148;FTa97850
1300;1301;Philosophie der symbolischen Formen;Ernst Cassirer;1923.0;Philosophie;pof60932;hWH69148
1301;1302;Philosophie der symbolischen Formen;Ernst Cassirer;1923.0;Philosophie;oRw26430;dHg38725
1302;1303;Philosophie der symbolischen Formen;Ernst Cassirer;1923.0;Philosophie;tco30865;FiJ56982
1303;1304;Philosophie der symbolischen Formen;Ernst Cassirer;1923.0;Philosophie;QfR69401;Old45163
1304;1305;Philosophie der symbolischen Formen;Ernst Cassirer;1923.0;Philosophie;SxK67301;GBi40389
1305;1306;Philosophie der symbolischen Formen;Ernst Cassirer;1923.0;Philosophie;AXb32740;oQs59418
1306;1307;Philosophie der symbolischen Formen;Ernst Cassirer;1923.0;Philosophie;FzT98360;AND36028
1307;1308;Philosophie der symbolischen Formen;Ernst Cassirer;1923.0;Philosophie;QHF79348;azp29563
1308;1309;Der Bienenkorb;Camilo José Cela;1951.0;Roman;mSF45691;VGO59617
1309;1310;Der Bienenkorb;Camilo José Cela;1951.0;Roman;Huf26175;SJi38972
1310;1311;Der Bienenkorb;Camilo José Cela;1951.0;Roman;Jxp72689;QHY56019
1311;1312;Der Bienenkorb;Camilo José Cela;1951.0;Roman;fTE93715;MqF10742
1312;1313;Der Bienenkorb;Camilo José Cela;1951.0;Roman;JtX16904;iBS32718
1313;1314;Mohn und Gedächtnis;Paul Celan;1952.0;Lyrik;CyD32498;vMi16793
1314;1315;Mohn und Gedächtnis;Paul Celan;1952.0;Lyrik;kCt37061;ruc61932
1315;1316;Mohn und Gedächtnis;Paul Celan;1952.0;Lyrik;hKq92843;SHZ24978
1316;1317;Mohn und Gedächtnis;Paul Celan;1952.0;Lyrik;ADW34698;PJD40523
1317;1318;Mohn und Gedächtnis;Paul Celan;1952.0;Lyrik;GDH90374;AUE34108
1318;1319;Reise ans Ende der Nacht;Louis-Ferdinand Céline;1932.0;Roman;Oga04958;Flw74168
1319;1320;Reise ans Ende der Nacht;Louis-Ferdinand Céline;1932.0;Roman;Ksy02146;ICD64215
1320;1321;Reise ans Ende der Nacht;Louis-Ferdinand Céline;1932.0;Roman;CVe47369;qBt97023
1321;1322;Reise ans Ende der Nacht;Louis-Ferdinand Céline;1932.0;Roman;EcR29637;XEo64725
1322;1323;Reise ans Ende der Nacht;Louis-Ferdinand Céline;1932.0;Roman;Cch08637;iby52170
1323;1324;Reise ans Ende der Nacht;Louis-Ferdinand Céline;1932.0;Roman;YQx64382;PZn37820
1324;1325;Reise ans Ende der Nacht;Louis-Ferdinand Céline;1932.0;Roman;pNJ62931;eqw81690
1325;1326;Götter, Gräber und Gelehrte;C. W. Ceram;1949.0;Sachbuch;jWD03729;ZFb84723
1326;1327;Götter, Gräber und Gelehrte;C. W. Ceram;1949.0;Sachbuch;JMl23475;RWN93546
1327;1328;Götter, Gräber und Gelehrte;C. W. Ceram;1949.0;Sachbuch;Hos83457;ImY72416
1328;1329;Götter, Gräber und Gelehrte;C. W. Ceram;1949.0;Sachbuch;NrX53082;Hsv50897
1329;1330;Götter, Gräber und Gelehrte;C. W. Ceram;1949.0;Sachbuch;ktR09215;GbZ45093
1330;1331;Götter, Gräber und Gelehrte;C. W. Ceram;1949.0;Sachbuch;PlJ91362;udS57921
1331;1332;Don Quijote;Miguel de Cervantes;1605.0;Roman;bnw17936;UIC39574
1332;1333;Don Quijote;Miguel de Cervantes;1605.0;Roman;yxl18460;Izx34021
1333;1334;Don Quijote;Miguel de Cervantes;1605.0;Roman;ymp83157;nex97358
1334;1335;Don Quijote;Miguel de Cervantes;1605.0;Roman;wQj08174;ktF27160
1335;1336;Don Quijote;Miguel de Cervantes;1605.0;Roman;AaL29160;Dyz84729
1336;1337;Don Quijote;Miguel de Cervantes;1605.0;Roman;xPz04298;jeM67582
1337;1338;Don Quijote;Miguel de Cervantes;1605.0;Roman;ant02746;nbt67489
1338;1339;Don Quijote;Miguel de Cervantes;1605.0;Roman;kVT71864;tBy37652
1339;1340;Peter Schlemihls wundersame Geschichte;Adelbert von Chamisso;1814.0;Erzählung;qTz91250;HsL16285
1340;1341;Peter Schlemihls wundersame Geschichte;Adelbert von Chamisso;1814.0;Erzählung;uch20569;Fqd68901
1341;1342;Peter Schlemihls wundersame Geschichte;Adelbert von Chamisso;1814.0;Erzählung;cbn28139;huf13086
1342;1343;Peter Schlemihls wundersame Geschichte;Adelbert von Chamisso;1814.0;Erzählung;fcJ62498;pAl64815
1343;1344;Peter Schlemihls wundersame Geschichte;Adelbert von Chamisso;1814.0;Erzählung;tBp65784;kbB18056
1344;1345;Der große Schlaf;Raymond Chandler;1939.0;Roman;EcH49813;Sft83216
1345;1346;Der große Schlaf;Raymond Chandler;1939.0;Roman;FHY08376;zON75129
1346;1347;Der große Schlaf;Raymond Chandler;1939.0;Roman;QcJ58942;pTq80265
1347;1348;Der große Schlaf;Raymond Chandler;1939.0;Roman;iBZ21609;amc17954
1348;1349;Der große Schlaf;Raymond Chandler;1939.0;Roman;kdS04537;yUv32489
1349;1350;Der große Schlaf;Raymond Chandler;1939.0;Roman;iQN57642;NYB76243
1350;1351;Traumpfade;Bruce Chatwin;1987.0;Roman;JlO69123;wUS37852
1351;1352;Traumpfade;Bruce Chatwin;1987.0;Roman;xiv84359;cGA40962
1352;1353;Traumpfade;Bruce Chatwin;1987.0;Roman;EXv03162;XAr42781
1353;1354;Traumpfade;Bruce Chatwin;1987.0;Roman;fzC76094;eEg85261
1354;1355;Traumpfade;Bruce Chatwin;1987.0;Roman;cXt61509;MkX60752
1355;1356;Traumpfade;Bruce Chatwin;1987.0;Roman;YMQ76240;pOU05863
1356;1357;Die Canterbury-Erzählungen;Geoffrey Chaucer;1387.0;Erzählung;bOZ51623;iQK89624
1357;1358;Die Canterbury-Erzählungen;Geoffrey Chaucer;1387.0;Erzählung;fIw41708;FrQ75926
1358;1359;Die Canterbury-Erzählungen;Geoffrey Chaucer;1387.0;Erzählung;Qac62951;vjC92057
1359;1360;Die Canterbury-Erzählungen;Geoffrey Chaucer;1387.0;Erzählung;eBs51092;lIP20789
1360;1361;Die Canterbury-Erzählungen;Geoffrey Chaucer;1387.0;Erzählung;nEq58109;HOp91782
1361;1362;Die Canterbury-Erzählungen;Geoffrey Chaucer;1387.0;Erzählung;kBd32850;fSD10326
1362;1363;Die Canterbury-Erzählungen;Geoffrey Chaucer;1387.0;Erzählung;MEk28061;nTq83917
1363;1364;Die Canterbury-Erzählungen;Geoffrey Chaucer;1387.0;Erzählung;VEx54230;qxa82654
1364;1365;Die Geschichten von Pater Brown;Gilbert Keith Chesterton;1911.0;Erzählung;yAY39128;toT79382
1365;1366;Die Geschichten von Pater Brown;Gilbert Keith Chesterton;1911.0;Erzählung;Krc09681;gyJ37895
1366;1367;Die Geschichten von Pater Brown;Gilbert Keith Chesterton;1911.0;Erzählung;Rcl76350;slp19857
1367;1368;Die Geschichten von Pater Brown;Gilbert Keith Chesterton;1911.0;Erzählung;cfN90752;omG30975
1368;1369;Die Geschichten von Pater Brown;Gilbert Keith Chesterton;1911.0;Erzählung;hyW87013;GQv27965
1369;1370;Der lange Marsch;Rafael Chirbes;1996.0;Roman;tiJ36219;zLO62189
1370;1371;Der lange Marsch;Rafael Chirbes;1996.0;Roman;kdM71346;plF97218
1371;1372;Der lange Marsch;Rafael Chirbes;1996.0;Roman;Zsu93548;dbR32157
1372;1373;Der lange Marsch;Rafael Chirbes;1996.0;Roman;CkD37850;BAH62591
1373;1374;Der lange Marsch;Rafael Chirbes;1996.0;Roman;AaN84219;Uat67542
1374;1375;Gefährliche Liebschaften;Choderlos de Laclos;1782.0;Roman;Idy94562;opd31268
1375;1376;Gefährliche Liebschaften;Choderlos de Laclos;1782.0;Roman;XyD81537;bvp23105
1376;1377;Gefährliche Liebschaften;Choderlos de Laclos;1782.0;Roman;qLV91532;nXD56183
1377;1378;Gefährliche Liebschaften;Choderlos de Laclos;1782.0;Roman;lbJ84069;iLO54823
1378;1379;Gefährliche Liebschaften;Choderlos de Laclos;1782.0;Roman;lfL84630;xaj93087
1379;1380;Reflexionen über die Sprache;Noam Chomsky;1975.0;Sachbuch;FYU32156;gec40123
1380;1381;Reflexionen über die Sprache;Noam Chomsky;1975.0;Sachbuch;IMF03816;gQL96743
1381;1382;Reflexionen über die Sprache;Noam Chomsky;1975.0;Sachbuch;bFr06792;uBn60815
1382;1383;Reflexionen über die Sprache;Noam Chomsky;1975.0;Sachbuch;gIu42183;KFj12394
1383;1384;Reflexionen über die Sprache;Noam Chomsky;1975.0;Sachbuch;eAv40873;Jvx45870
1384;1385;Reflexionen über die Sprache;Noam Chomsky;1975.0;Sachbuch;QqS12380;yTQ48935
1385;1386;Erec und Enide;Chrétien de Troyes;1170.0;Versepos;kbF52936;wCF19428
1386;1387;Erec und Enide;Chrétien de Troyes;1170.0;Versepos;nKP07831;cHW20317
1387;1388;Erec und Enide;Chrétien de Troyes;1170.0;Versepos;REA42053;jNH34170
1388;1389;Erec und Enide;Chrétien de Troyes;1170.0;Versepos;wsp89207;EYz85172
1389;1390;Erec und Enide;Chrétien de Troyes;1170.0;Versepos;bSQ92563;Gzr75190
