ID_Bestand;Nr;Autor;Titel;Jahr;Art;Herkunft;Kennung;Zugriffsort
1578;241;Karlheinz Deschner;Kriminalgeschichte des Christentums;1986;Sachbuch;Deutschland;YIa36087;HOe36458
1579;242;Charles Dickens;Oliver Twist;1837;Roman;Großbritannien;Fqa98307;KuA50923
1580;242;Charles Dickens;Oliver Twist;1837;Roman;Großbritannien;uCT36708;mIZ37658
1581;242;Charles Dickens;Oliver Twist;1837;Roman;Großbritannien;QGv83274;Sow04819
1582;242;Charles Dickens;Oliver Twist;1837;Roman;Großbritannien;XMG71235;KfH81925
1583;242;Charles Dickens;Oliver Twist;1837;Roman;Großbritannien;iga01489;vwC91723
1584;242;Charles Dickens;Oliver Twist;1837;Roman;Großbritannien;knc28691;fUv65432
1585;242;Charles Dickens;Oliver Twist;1837;Roman;Großbritannien;cKe36528;dDT75946
1586;242;Charles Dickens;Oliver Twist;1837;Roman;Großbritannien;fgy38642;hyw29875
1587;243;Charles Dickens;David Copperfield;1849;Roman;Großbritannien;JWI84301;eyB83519
1588;243;Charles Dickens;David Copperfield;1849;Roman;Großbritannien;RgE23154;ZCb59380
1589;243;Charles Dickens;David Copperfield;1849;Roman;Großbritannien;mJZ13574;QVD92603
1590;243;Charles Dickens;David Copperfield;1849;Roman;Großbritannien;ysz89015;gMn82615
1591;243;Charles Dickens;David Copperfield;1849;Roman;Großbritannien;lAr84137;FPN91635
1592;243;Charles Dickens;David Copperfield;1849;Roman;Großbritannien;HXD45032;jUE29653
1593;243;Charles Dickens;David Copperfield;1849;Roman;Großbritannien;bEg50643;Fuj09721
1594;244;Charles Dickens;Große Erwartungen;1861;Roman;Großbritannien;GVr28495;tUq02986
1595;244;Charles Dickens;Große Erwartungen;1861;Roman;Großbritannien;IyZ98164;PAp61209
1596;244;Charles Dickens;Große Erwartungen;1861;Roman;Großbritannien;npc75192;evZ67102
1597;244;Charles Dickens;Große Erwartungen;1861;Roman;Großbritannien;Yda28106;mcV48051
1598;244;Charles Dickens;Große Erwartungen;1861;Roman;Großbritannien;NyF15340;dlE90763
1599;244;Charles Dickens;Große Erwartungen;1861;Roman;Großbritannien;yZh64159;vMZ02769
1600;244;Charles Dickens;Große Erwartungen;1861;Roman;Großbritannien;szS35068;hBI68291
1601;244;Charles Dickens;Große Erwartungen;1861;Roman;Großbritannien;fOk54307;lkc13049
1602;245;Denis Diderot;Enzyklopädie;1751;Sachbuch;Frankreich;rLQ50468;Tqu09138
1603;245;Denis Diderot;Enzyklopädie;1751;Sachbuch;Frankreich;oUn71409;oFP37915
1604;245;Denis Diderot;Enzyklopädie;1751;Sachbuch;Frankreich;dIA08691;QVc31280
1605;245;Denis Diderot;Enzyklopädie;1751;Sachbuch;Frankreich;rcR32045;BXJ25407
1606;245;Denis Diderot;Enzyklopädie;1751;Sachbuch;Frankreich;TAw59374;Meh68347
1607;245;Denis Diderot;Enzyklopädie;1751;Sachbuch;Frankreich;KdD41895;tuN14723
1608;245;Denis Diderot;Enzyklopädie;1751;Sachbuch;Frankreich;dJA19036;Hjh29416
1609;246;Denis Diderot;Rameaus Neffe;1805;Roman;Frankreich;odq73165;mLA57643
1610;246;Denis Diderot;Rameaus Neffe;1805;Roman;Frankreich;lGc98713;Kfs14873
1611;246;Denis Diderot;Rameaus Neffe;1805;Roman;Frankreich;giY17895;oLb83207
1612;246;Denis Diderot;Rameaus Neffe;1805;Roman;Frankreich;tWz58069;qEK57946
1613;246;Denis Diderot;Rameaus Neffe;1805;Roman;Frankreich;lCx70836;aWb45903
1614;247;Hoimar von Ditfurth;So lasst uns denn ein Apfelbäumchen pflanzen;1985;Sachbuch;Deutschland;lXq64953;AIC05872
1615;247;Hoimar von Ditfurth;So lasst uns denn ein Apfelbäumchen pflanzen;1985;Sachbuch;Deutschland;tqK95712;fvC25417
1616;247;Hoimar von Ditfurth;So lasst uns denn ein Apfelbäumchen pflanzen;1985;Sachbuch;Deutschland;dsj15486;kAl18057
1617;247;Hoimar von Ditfurth;So lasst uns denn ein Apfelbäumchen pflanzen;1985;Sachbuch;Deutschland;pkI68451;egY12365
1618;247;Hoimar von Ditfurth;So lasst uns denn ein Apfelbäumchen pflanzen;1985;Sachbuch;Deutschland;GCv06942;ijh05932
1619;248;Assia Djebar;Die Schattenkönigin;1987;Roman;Algerien;jFa78291;pKS89614
1620;248;Assia Djebar;Die Schattenkönigin;1987;Roman;Algerien;zVZ98245;bKh49167
1621;248;Assia Djebar;Die Schattenkönigin;1987;Roman;Algerien;NZf49705;Ifv74396
1622;248;Assia Djebar;Die Schattenkönigin;1987;Roman;Algerien;WTm63451;JnZ80192
1623;248;Assia Djebar;Die Schattenkönigin;1987;Roman;Algerien;puy38125;DQv68409
1624;249;Philippe Djian;Betty Blue. 37.2° am Morgen;1985;Roman;Deutschland;Kof41290;wNQ29376
1625;249;Philippe Djian;Betty Blue. 37.2° am Morgen;1985;Roman;Deutschland;wQL18720;ojl54628
1626;249;Philippe Djian;Betty Blue. 37.2° am Morgen;1985;Roman;Deutschland;BjU64297;NrU32864
1627;249;Philippe Djian;Betty Blue. 37.2° am Morgen;1985;Roman;Deutschland;pNd70981;rSa26519
1628;249;Philippe Djian;Betty Blue. 37.2° am Morgen;1985;Roman;Deutschland;MTX59643;OTp97523
1629;249;Philippe Djian;Betty Blue. 37.2° am Morgen;1985;Roman;Deutschland;Day54091;CVi40137
1630;250;Alfred Döblin;Berlin Alexanderplatz;1929;Roman;Deutschland;jQh95812;Enw40673
1631;250;Alfred Döblin;Berlin Alexanderplatz;1929;Roman;Deutschland;SAm81935;dWD25148
1632;250;Alfred Döblin;Berlin Alexanderplatz;1929;Roman;Deutschland;nGz95746;Krv17589
1633;250;Alfred Döblin;Berlin Alexanderplatz;1929;Roman;Deutschland;YEB36972;VFl17845
1634;250;Alfred Döblin;Berlin Alexanderplatz;1929;Roman;Deutschland;XQb53069;doL97510
1635;250;Alfred Döblin;Berlin Alexanderplatz;1929;Roman;Deutschland;ZFa25681;XAw52486
1636;250;Alfred Döblin;Berlin Alexanderplatz;1929;Roman;Deutschland;uTw43895;wrQ98743
1637;250;Alfred Döblin;Berlin Alexanderplatz;1929;Roman;Deutschland;NaB70269;riY46032
1638;251;Edgar Lawrence Doctorow;Ragtime;1975;Roman;USA;qTI17805;fqr98143
1639;251;Edgar Lawrence Doctorow;Ragtime;1975;Roman;USA;fCt48057;QMV42516
1640;251;Edgar Lawrence Doctorow;Ragtime;1975;Roman;USA;HVR07981;FoI58427
1641;251;Edgar Lawrence Doctorow;Ragtime;1975;Roman;USA;yZk12384;tPB08731
1642;251;Edgar Lawrence Doctorow;Ragtime;1975;Roman;USA;wBy46392;KkD45081
1643;251;Edgar Lawrence Doctorow;Ragtime;1975;Roman;USA;Izl93154;OSY68140
1644;251;Edgar Lawrence Doctorow;Ragtime;1975;Roman;USA;FSI12870;vFO05472
1645;252;Heimito von Doderer;Die Strudlhofstiege;1951;Roman;Österreich;DsX81346;XVk12043
1646;252;Heimito von Doderer;Die Strudlhofstiege;1951;Roman;Österreich;iLF04526;lTz25076
1647;252;Heimito von Doderer;Die Strudlhofstiege;1951;Roman;Österreich;asq25914;YTe83146
1648;252;Heimito von Doderer;Die Strudlhofstiege;1951;Roman;Österreich;gGv40652;Gbc24938
1649;252;Heimito von Doderer;Die Strudlhofstiege;1951;Roman;Österreich;GIc67238;BvS93827
1650;252;Heimito von Doderer;Die Strudlhofstiege;1951;Roman;Österreich;roq14823;cFl68135
1651;253;Heimito von Doderer;Die Dämonen;1956;Roman;Österreich;GoQ91548;IHF04318
1652;253;Heimito von Doderer;Die Dämonen;1956;Roman;Österreich;FLc30695;XKo35218
1653;253;Heimito von Doderer;Die Dämonen;1956;Roman;Österreich;TtQ28509;jPn05143
1654;253;Heimito von Doderer;Die Dämonen;1956;Roman;Österreich;xfl50681;XVr09768
1655;253;Heimito von Doderer;Die Dämonen;1956;Roman;Österreich;dBv31297;DSw17465
1656;253;Heimito von Doderer;Die Dämonen;1956;Roman;Österreich;vkA57192;kwM41562
1657;253;Heimito von Doderer;Die Dämonen;1956;Roman;Österreich;YGg54318;loe93718
1658;254;John Dos Passos;Manhattan Transfer;1925;Roman;USA;xCA46270;yVe51436
1659;254;John Dos Passos;Manhattan Transfer;1925;Roman;USA;sIu60257;CzZ75148
1660;254;John Dos Passos;Manhattan Transfer;1925;Roman;USA;Zcb96831;FqA01682
1661;254;John Dos Passos;Manhattan Transfer;1925;Roman;USA;IEs16089;NFO06913
1662;254;John Dos Passos;Manhattan Transfer;1925;Roman;USA;fnW75041;wpY61097
1663;254;John Dos Passos;Manhattan Transfer;1925;Roman;USA;ULT37089;yOf21954
1664;254;John Dos Passos;Manhattan Transfer;1925;Roman;USA;KQL87234;yQK61328
1665;254;John Dos Passos;Manhattan Transfer;1925;Roman;USA;LPY48395;nvI04831
1666;255;Fjodor Dostojewski;Schuld und Sühne;1866;Roman;Russland;Rqx82901;KkQ15923
1667;255;Fjodor Dostojewski;Schuld und Sühne;1866;Roman;Russland;bGO01837;zrO39802
1668;255;Fjodor Dostojewski;Schuld und Sühne;1866;Roman;Russland;wps47295;CfU08176
1669;255;Fjodor Dostojewski;Schuld und Sühne;1866;Roman;Russland;tmU40371;JnL67291
1670;255;Fjodor Dostojewski;Schuld und Sühne;1866;Roman;Russland;rUO35718;txV52873
1671;255;Fjodor Dostojewski;Schuld und Sühne;1866;Roman;Russland;ual31920;Zvt65029
1672;255;Fjodor Dostojewski;Schuld und Sühne;1866;Roman;Russland;qkI75349;aGw29307
1673;255;Fjodor Dostojewski;Schuld und Sühne;1866;Roman;Russland;kep74158;Ndm49650
1674;256;Fjodor Dostojewski;Der Idiot;1868;Roman;Russland;TCJ59746;Xsh58326
1675;256;Fjodor Dostojewski;Der Idiot;1868;Roman;Russland;ViT72158;MRW40289
1676;256;Fjodor Dostojewski;Der Idiot;1868;Roman;Russland;ZcU45319;RnM24196
1677;256;Fjodor Dostojewski;Der Idiot;1868;Roman;Russland;sml51638;mlB40269
1678;256;Fjodor Dostojewski;Der Idiot;1868;Roman;Russland;huB29304;vaT23619
1679;256;Fjodor Dostojewski;Der Idiot;1868;Roman;Russland;gzo71834;cIP90587
1680;256;Fjodor Dostojewski;Der Idiot;1868;Roman;Russland;aYm90826;fyc21796
1681;256;Fjodor Dostojewski;Der Idiot;1868;Roman;Russland;wLm42610;xnz48790
1682;257;Fjodor Dostojewski;Die Dämonen;1871;Roman;Russland;BlW41205;piZ39512
1683;257;Fjodor Dostojewski;Die Dämonen;1871;Roman;Russland;tWO37856;Ozy78146
1684;257;Fjodor Dostojewski;Die Dämonen;1871;Roman;Russland;paU65078;eai14298
1685;257;Fjodor Dostojewski;Die Dämonen;1871;Roman;Russland;fRU58472;POv46291
1686;257;Fjodor Dostojewski;Die Dämonen;1871;Roman;Russland;IGU53096;qrO05937
1687;257;Fjodor Dostojewski;Die Dämonen;1871;Roman;Russland;Foj32158;eXx65890
1688;257;Fjodor Dostojewski;Die Dämonen;1871;Roman;Russland;rXH12874;vTB92467
1689;258;Fjodor Dostojewski;Die Brüder Karamasow;1879;Roman;Russland;Eeo27510;huU74615
1690;258;Fjodor Dostojewski;Die Brüder Karamasow;1879;Roman;Russland;sME15849;vur98267
1691;258;Fjodor Dostojewski;Die Brüder Karamasow;1879;Roman;Russland;kAl05698;MlC67013
1692;258;Fjodor Dostojewski;Die Brüder Karamasow;1879;Roman;Russland;nHs20857;kiA19408
1693;258;Fjodor Dostojewski;Die Brüder Karamasow;1879;Roman;Russland;TvR41936;dDw58219
1694;258;Fjodor Dostojewski;Die Brüder Karamasow;1879;Roman;Russland;mkE02798;niq98263
1695;258;Fjodor Dostojewski;Die Brüder Karamasow;1879;Roman;Russland;NaE03956;uFc76215
1696;259;Arthur Conan Doyle;Sherlock Holmes’ Abenteuer;1891;Erzählung;Großbritannien;vRT45273;YWs29351
1697;259;Arthur Conan Doyle;Sherlock Holmes’ Abenteuer;1891;Erzählung;Großbritannien;XZY30674;bPi51640
1698;259;Arthur Conan Doyle;Sherlock Holmes’ Abenteuer;1891;Erzählung;Großbritannien;eNQ02164;HoV90862
1699;259;Arthur Conan Doyle;Sherlock Holmes’ Abenteuer;1891;Erzählung;Großbritannien;cJU45207;dOR74516
1700;259;Arthur Conan Doyle;Sherlock Holmes’ Abenteuer;1891;Erzählung;Großbritannien;EOv09736;GNQ40672
1701;259;Arthur Conan Doyle;Sherlock Holmes’ Abenteuer;1891;Erzählung;Großbritannien;GvV84927;uZU63729
1702;259;Arthur Conan Doyle;Sherlock Holmes’ Abenteuer;1891;Erzählung;Großbritannien;cCU12986;ZFn53946
1703;260;Albert Drach;Das große Protokoll gegen Zwetschkenbaum;1964;Roman;Österreich;cpj56081;BIv20189
1704;260;Albert Drach;Das große Protokoll gegen Zwetschkenbaum;1964;Roman;Österreich;cBT53041;IBy07314
1705;260;Albert Drach;Das große Protokoll gegen Zwetschkenbaum;1964;Roman;Österreich;OTn37540;Uua15438
1706;260;Albert Drach;Das große Protokoll gegen Zwetschkenbaum;1964;Roman;Österreich;ZFa58107;FAx71635
1707;260;Albert Drach;Das große Protokoll gegen Zwetschkenbaum;1964;Roman;Österreich;lsX82514;snu06253
1708;260;Albert Drach;Das große Protokoll gegen Zwetschkenbaum;1964;Roman;Österreich;LqS72860;BfO84362
1709;261;Theodor Dreiser;Eine amerikanische Tragödie;1925;Roman;USA;WIO81647;IVU19584
1710;261;Theodor Dreiser;Eine amerikanische Tragödie;1925;Roman;USA;vHA03596;rhi67123
1711;261;Theodor Dreiser;Eine amerikanische Tragödie;1925;Roman;USA;VvA41709;ZpP16475
1712;261;Theodor Dreiser;Eine amerikanische Tragödie;1925;Roman;USA;okb51834;PzD15938
1713;261;Theodor Dreiser;Eine amerikanische Tragödie;1925;Roman;USA;zCd93274;Izw78501
1714;261;Theodor Dreiser;Eine amerikanische Tragödie;1925;Roman;USA;dfn97610;VeK09154
1715;262;Annette von Droste-Hülshoff;Die Judenbuche;1842;Novelle;Deutschland;afN89564;Myt45329
1716;262;Annette von Droste-Hülshoff;Die Judenbuche;1842;Novelle;Deutschland;BrX15069;Fwt32860
1717;262;Annette von Droste-Hülshoff;Die Judenbuche;1842;Novelle;Deutschland;zHE39728;KWL87029
1718;262;Annette von Droste-Hülshoff;Die Judenbuche;1842;Novelle;Deutschland;Zva21705;tbZ82340
1719;262;Annette von Droste-Hülshoff;Die Judenbuche;1842;Novelle;Deutschland;Ejh31250;zPm45190
1720;263;Daphne du Maurier;Rebecca;1938;Roman;Großbritannien;gQO13208;CDK94736
1721;263;Daphne du Maurier;Rebecca;1938;Roman;Großbritannien;zxo28053;jWl38912
1722;263;Daphne du Maurier;Rebecca;1938;Roman;Großbritannien;ODG28063;EXv74351
1723;263;Daphne du Maurier;Rebecca;1938;Roman;Großbritannien;oRC81570;hmW45830
1724;263;Daphne du Maurier;Rebecca;1938;Roman;Großbritannien;wQh69378;vpj27843
1725;263;Daphne du Maurier;Rebecca;1938;Roman;Großbritannien;hMn35814;iKY10265
1726;263;Daphne du Maurier;Rebecca;1938;Roman;Großbritannien;dWX57910;hVl17360
1727;264;Alexandre Dumas der Ältere;Die drei Musketiere;1844;Roman;Frankreich;Ent25973;dcF81705
1728;264;Alexandre Dumas der Ältere;Die drei Musketiere;1844;Roman;Frankreich;stl35784;Abt43602
1729;264;Alexandre Dumas der Ältere;Die drei Musketiere;1844;Roman;Frankreich;fqZ87643;mUc91407
1730;264;Alexandre Dumas der Ältere;Die drei Musketiere;1844;Roman;Frankreich;LdB29875;YVP06281
1731;264;Alexandre Dumas der Ältere;Die drei Musketiere;1844;Roman;Frankreich;aOs42806;qci59102
1732;264;Alexandre Dumas der Ältere;Die drei Musketiere;1844;Roman;Frankreich;Haj82695;zBo29160
1733;264;Alexandre Dumas der Ältere;Die drei Musketiere;1844;Roman;Frankreich;VSq87051;bTy49583
1734;264;Alexandre Dumas der Ältere;Die drei Musketiere;1844;Roman;Frankreich;tGQ05821;gfU87213
1735;265;Alexandre Dumas der Ältere;Der Graf von Monte Christo;1845;Roman;Frankreich;ieK83976;MFl70639
1736;265;Alexandre Dumas der Ältere;Der Graf von Monte Christo;1845;Roman;Frankreich;NlB64783;ZXm91206
1737;265;Alexandre Dumas der Ältere;Der Graf von Monte Christo;1845;Roman;Frankreich;mMq67241;tnu96827
1738;265;Alexandre Dumas der Ältere;Der Graf von Monte Christo;1845;Roman;Frankreich;VDZ17059;APl98503
1739;265;Alexandre Dumas der Ältere;Der Graf von Monte Christo;1845;Roman;Frankreich;wlq65172;DjW28549
1740;266;Alexandre Dumas der Jüngere;Die Kameliendame;1848;Roman;Frankreich;NKL95726;gNS23548
1741;266;Alexandre Dumas der Jüngere;Die Kameliendame;1848;Roman;Frankreich;ENY85730;ZnX31056
1742;266;Alexandre Dumas der Jüngere;Die Kameliendame;1848;Roman;Frankreich;yDT27438;BHI14657
1743;266;Alexandre Dumas der Jüngere;Die Kameliendame;1848;Roman;Frankreich;iLh61920;pOP89617
1744;266;Alexandre Dumas der Jüngere;Die Kameliendame;1848;Roman;Frankreich;FrY18632;EuW32508
1745;267;Marguerite Duras;Der Liebhaber;1984;Roman;Frankreich;bHQ87651;vkY18503
1746;267;Marguerite Duras;Der Liebhaber;1984;Roman;Frankreich;UlD05894;CFn06942
1747;267;Marguerite Duras;Der Liebhaber;1984;Roman;Frankreich;aZn04853;Pvn08264
1748;267;Marguerite Duras;Der Liebhaber;1984;Roman;Frankreich;ybI89472;Rzv61057
1749;267;Marguerite Duras;Der Liebhaber;1984;Roman;Frankreich;Thp40785;qeD79536
1750;267;Marguerite Duras;Der Liebhaber;1984;Roman;Frankreich;XYO04362;Alw81590
1751;267;Marguerite Duras;Der Liebhaber;1984;Roman;Frankreich;UiM45908;Nnw51903
1752;267;Marguerite Duras;Der Liebhaber;1984;Roman;Frankreich;ajv29183;KwC32975
1753;268;Lawrence Durrell;Das Alexandria-Quartett;1957;Roman;Großbritannien;nmV13879;HWy74085
1754;268;Lawrence Durrell;Das Alexandria-Quartett;1957;Roman;Großbritannien;bJe47852;Sby34026
1755;268;Lawrence Durrell;Das Alexandria-Quartett;1957;Roman;Großbritannien;ToM79054;BKY64729
1756;268;Lawrence Durrell;Das Alexandria-Quartett;1957;Roman;Großbritannien;jtQ37296;ZYa81942
1757;268;Lawrence Durrell;Das Alexandria-Quartett;1957;Roman;Großbritannien;LJV45736;Xwr47509
1758;268;Lawrence Durrell;Das Alexandria-Quartett;1957;Roman;Großbritannien;AHY03914;Psi07245
1759;268;Lawrence Durrell;Das Alexandria-Quartett;1957;Roman;Großbritannien;NCg51643;cWl72596
1760;268;Lawrence Durrell;Das Alexandria-Quartett;1957;Roman;Großbritannien;ykq63014;oAY76184
1761;269;Friedrich Dürrenmatt;Der Richter und sein Henker;1952;Roman;Schweiz;bUk93287;DYd92187
1762;269;Friedrich Dürrenmatt;Der Richter und sein Henker;1952;Roman;Schweiz;WDe46921;jUl24586
1763;269;Friedrich Dürrenmatt;Der Richter und sein Henker;1952;Roman;Schweiz;nPe59314;dKk81079
1764;269;Friedrich Dürrenmatt;Der Richter und sein Henker;1952;Roman;Schweiz;cfe96843;BWr75418
1765;269;Friedrich Dürrenmatt;Der Richter und sein Henker;1952;Roman;Schweiz;VlZ50249;ENx08659
1766;270;Friedrich Dürrenmatt;Der Tunnel;1952;Erzählung;Schweiz;Cne79582;uIm09132
1767;270;Friedrich Dürrenmatt;Der Tunnel;1952;Erzählung;Schweiz;NUC54893;YTa05247
1768;270;Friedrich Dürrenmatt;Der Tunnel;1952;Erzählung;Schweiz;wEN15829;YcA23804
1769;270;Friedrich Dürrenmatt;Der Tunnel;1952;Erzählung;Schweiz;Olu02367;LZr47053
1770;270;Friedrich Dürrenmatt;Der Tunnel;1952;Erzählung;Schweiz;dbB75490;cdD20869
1771;271;Marie von Ebner-Eschenbach;Krambambuli;1883;Novelle;Österreich;LeE87536;MwO57160
1772;271;Marie von Ebner-Eschenbach;Krambambuli;1883;Novelle;Österreich;JCb70519;Ish51760
1773;271;Marie von Ebner-Eschenbach;Krambambuli;1883;Novelle;Österreich;IFa63189;WON08674
1774;271;Marie von Ebner-Eschenbach;Krambambuli;1883;Novelle;Österreich;ZYV37219;XSV45762
1775;271;Marie von Ebner-Eschenbach;Krambambuli;1883;Novelle;Österreich;mwc72315;UdZ64195
1776;271;Marie von Ebner-Eschenbach;Krambambuli;1883;Novelle;Österreich;hyn12768;gmV97601
1777;271;Marie von Ebner-Eschenbach;Krambambuli;1883;Novelle;Österreich;OhR76834;NjJ28076
1778;271;Marie von Ebner-Eschenbach;Krambambuli;1883;Novelle;Österreich;AVI69537;Fai12895
1779;272;José Maria Eça de Queiroz;Das Verbrechen des Paters Amaro;1876;Roman;Portugal;oAn20963;pwx65139
1780;272;José Maria Eça de Queiroz;Das Verbrechen des Paters Amaro;1876;Roman;Portugal;HiT32457;uHF20748
1781;272;José Maria Eça de Queiroz;Das Verbrechen des Paters Amaro;1876;Roman;Portugal;mfR83496;MbR27689
1782;272;José Maria Eça de Queiroz;Das Verbrechen des Paters Amaro;1876;Roman;Portugal;aqf87693;JyY15708
1783;272;José Maria Eça de Queiroz;Das Verbrechen des Paters Amaro;1876;Roman;Portugal;dRQ85392;RGq94536
1784;272;José Maria Eça de Queiroz;Das Verbrechen des Paters Amaro;1876;Roman;Portugal;ZUW69807;gLx57148
1785;272;José Maria Eça de Queiroz;Das Verbrechen des Paters Amaro;1876;Roman;Portugal;RhV25613;HCB78546
1786;272;José Maria Eça de Queiroz;Das Verbrechen des Paters Amaro;1876;Roman;Portugal;kJs02685;WQs61205
1787;273;Johann Peter Eckermann;Gespräche mit Goethe in den letzten Jahren seines Lebens;1836;Sachbuch;Deutschland;gSu43918;fwt80652
1788;273;Johann Peter Eckermann;Gespräche mit Goethe in den letzten Jahren seines Lebens;1836;Sachbuch;Deutschland;dtM62195;wtQ16539
1789;273;Johann Peter Eckermann;Gespräche mit Goethe in den letzten Jahren seines Lebens;1836;Sachbuch;Deutschland;LuA91360;QPe94623
1790;273;Johann Peter Eckermann;Gespräche mit Goethe in den letzten Jahren seines Lebens;1836;Sachbuch;Deutschland;Xtl27806;qDh40762
1791;273;Johann Peter Eckermann;Gespräche mit Goethe in den letzten Jahren seines Lebens;1836;Sachbuch;Deutschland;NqP13246;Xga82351
1792;273;Johann Peter Eckermann;Gespräche mit Goethe in den letzten Jahren seines Lebens;1836;Sachbuch;Deutschland;EcQ10593;nyV62749
1793;274;Meister Eckhart;Das Buch der göttlichen Tröstung;1308;Religion;Deutschland;xAV56874;KVk37925
1794;274;Meister Eckhart;Das Buch der göttlichen Tröstung;1308;Religion;Deutschland;och10537;HeA07695
1795;274;Meister Eckhart;Das Buch der göttlichen Tröstung;1308;Religion;Deutschland;yoX48251;ybG64180
1796;274;Meister Eckhart;Das Buch der göttlichen Tröstung;1308;Religion;Deutschland;fmI53271;iZB45769
1797;274;Meister Eckhart;Das Buch der göttlichen Tröstung;1308;Religion;Deutschland;zCj28931;nEe92815
1798;275;Umberto Eco;Der Name der Rose;1980;Roman;Italien;Gpr47653;fBo54710
1799;275;Umberto Eco;Der Name der Rose;1980;Roman;Italien;Gbd35697;FmB43067
1800;275;Umberto Eco;Der Name der Rose;1980;Roman;Italien;WSK74238;abO98016
1801;275;Umberto Eco;Der Name der Rose;1980;Roman;Italien;CMR18430;SRA92685
1802;275;Umberto Eco;Der Name der Rose;1980;Roman;Italien;tCz90543;LcD27619
1803;275;Umberto Eco;Der Name der Rose;1980;Roman;Italien;GJD53408;csR75391
1804;275;Umberto Eco;Der Name der Rose;1980;Roman;Italien;xhI17905;wQS75396
1805;276;Ferit Edgü;Ein Winter in Hakkari;1977;Roman;Türkei;pFS72168;tZU72940
1806;276;Ferit Edgü;Ein Winter in Hakkari;1977;Roman;Türkei;NFL54831;lfE73486
1807;276;Ferit Edgü;Ein Winter in Hakkari;1977;Roman;Türkei;eRK40392;yvE50284
1808;276;Ferit Edgü;Ein Winter in Hakkari;1977;Roman;Türkei;Wsq13857;BXw60392
1809;276;Ferit Edgü;Ein Winter in Hakkari;1977;Roman;Türkei;MjZ78105;AYj01542
1810;276;Ferit Edgü;Ein Winter in Hakkari;1977;Roman;Türkei;xWC71065;Shy97053
1811;276;Ferit Edgü;Ein Winter in Hakkari;1977;Roman;Türkei;uWj10437;Mse84206
1812;277;Ilja Ehrenburg;Tauwetter;1954;Roman;Russland;Jbs21758;Nze79324
1813;277;Ilja Ehrenburg;Tauwetter;1954;Roman;Russland;aAi36581;GrR78519
1814;277;Ilja Ehrenburg;Tauwetter;1954;Roman;Russland;wfo79820;XTt61289
1815;277;Ilja Ehrenburg;Tauwetter;1954;Roman;Russland;eIF50193;KPO96573
1816;277;Ilja Ehrenburg;Tauwetter;1954;Roman;Russland;bDc67308;uqp73014
1817;277;Ilja Ehrenburg;Tauwetter;1954;Roman;Russland;aZG68093;kBv19582
1818;278;Irenäus von Eibl-Eibesfeldt;Die Biologie menschlichen Verhaltens;1984;Sachbuch;Österreich;cUm70812;JeH39706
1819;278;Irenäus von Eibl-Eibesfeldt;Die Biologie menschlichen Verhaltens;1984;Sachbuch;Österreich;gBp56031;cAN52476
1820;278;Irenäus von Eibl-Eibesfeldt;Die Biologie menschlichen Verhaltens;1984;Sachbuch;Österreich;jCq23501;FsM40736
1821;278;Irenäus von Eibl-Eibesfeldt;Die Biologie menschlichen Verhaltens;1984;Sachbuch;Österreich;qzl47826;dAB61874
1822;278;Irenäus von Eibl-Eibesfeldt;Die Biologie menschlichen Verhaltens;1984;Sachbuch;Österreich;GbX27014;cyI57162
1823;279;Joseph von Eichendorff;Aus dem Leben eines Taugenichts;1826;Novelle;Deutschland;wfa72056;biU49153
1824;279;Joseph von Eichendorff;Aus dem Leben eines Taugenichts;1826;Novelle;Deutschland;Tqf53987;ZLA40638
1825;279;Joseph von Eichendorff;Aus dem Leben eines Taugenichts;1826;Novelle;Deutschland;reb20691;fiv32105
1826;279;Joseph von Eichendorff;Aus dem Leben eines Taugenichts;1826;Novelle;Deutschland;tqN94872;nuQ72103
1827;279;Joseph von Eichendorff;Aus dem Leben eines Taugenichts;1826;Novelle;Deutschland;eQo53617;RsU62318
1828;279;Joseph von Eichendorff;Aus dem Leben eines Taugenichts;1826;Novelle;Deutschland;sZL16730;wkr45763
1829;279;Joseph von Eichendorff;Aus dem Leben eines Taugenichts;1826;Novelle;Deutschland;zbu73520;ekV19750
1830;279;Joseph von Eichendorff;Aus dem Leben eines Taugenichts;1826;Novelle;Deutschland;hus37540;xcL63074
1831;280;Albert Einstein;Über die spezielle und die allgemeine Relativitätstheorie;1916;Sachbuch;Deutschland;rtY19402;MZU79132
1832;280;Albert Einstein;Über die spezielle und die allgemeine Relativitätstheorie;1916;Sachbuch;Deutschland;sNZ24561;Rqy39756
1833;280;Albert Einstein;Über die spezielle und die allgemeine Relativitätstheorie;1916;Sachbuch;Deutschland;Tnh62743;Vja93015
1834;280;Albert Einstein;Über die spezielle und die allgemeine Relativitätstheorie;1916;Sachbuch;Deutschland;yDu58260;tLm16953
1835;280;Albert Einstein;Über die spezielle und die allgemeine Relativitätstheorie;1916;Sachbuch;Deutschland;RuD08417;UcO08137
1836;280;Albert Einstein;Über die spezielle und die allgemeine Relativitätstheorie;1916;Sachbuch;Deutschland;EzU19682;kZx72846
1837;280;Albert Einstein;Über die spezielle und die allgemeine Relativitätstheorie;1916;Sachbuch;Deutschland;Hif40765;XUB97132
1838;280;Albert Einstein;Über die spezielle und die allgemeine Relativitätstheorie;1916;Sachbuch;Deutschland;cHL93175;nUD20865
